i,t,m,age,sex,HH_size
98544,2017,USA,29,Female,4
98545,2017,USA,36,Female,6
98546,2017,USA,10,Female,4
98547,2017,USA,8,Male,4
98548,2017,USA,43,Male,5
98549,2017,USA,63,Female,3
98550,2017,USA,40,Male,1
98551,2017,USA,32,Female,3
98552,2017,USA,1,Female,3
98553,2017,USA,40,Female,4
98554,2017,USA,63,Female,2
98555,2017,USA,21,Male,3
98556,2017,USA,48,Male,5
98557,2017,USA,80,Male,2
98558,2017,USA,63,Female,4
98559,2017,USA,8,Female,3
98560,2017,USA,16,Male,4
98561,2017,USA,44,Male,2
98562,2017,USA,67,Female,2
98563,2017,USA,17,Female,5
98564,2017,USA,39,Female,4
98565,2017,USA,57,Female,3
98566,2017,USA,3,Female,3
98567,2017,USA,7,Female,5
98568,2017,USA,78,Male,2
98569,2017,USA,65,Male,6
98570,2017,USA,5.40E-79,Male,3
98571,2017,USA,28,Female,2
98572,2017,USA,5.40E-79,Female,5
98573,2017,USA,55,Female,2
98574,2017,USA,56,Female,5
98575,2017,USA,5,Male,6
98576,2017,USA,7,Male,7
98577,2017,USA,11,Female,4
98578,2017,USA,16,Female,7
98579,2017,USA,36,Female,4
98580,2017,USA,3,Female,4
98581,2017,USA,67,Female,2
98582,2017,USA,8,Female,6
98583,2017,USA,17,Male,4
98584,2017,USA,11,Female,7
98585,2017,USA,51,Female,1
98586,2017,USA,72,Male,1
98587,2017,USA,10,Female,7
98588,2017,USA,6,Male,3
98589,2017,USA,21,Female,3
98590,2017,USA,12,Female,6
98591,2017,USA,11,Female,2
98592,2017,USA,68,Female,1
98593,2017,USA,49,Female,1
98594,2017,USA,38,Female,6
98595,2017,USA,50,Female,3
98596,2017,USA,18,Male,4
98597,2017,USA,66,Female,2
98598,2017,USA,65,Male,1
98599,2017,USA,80,Male,2
98600,2017,USA,80,Male,2
98601,2017,USA,41,Female,3
98602,2017,USA,64,Female,1
98603,2017,USA,69,Female,2
98604,2017,USA,10,Male,5
98605,2017,USA,55,Female,2
98606,2017,USA,47,Male,3
98607,2017,USA,8,Female,4
98608,2017,USA,19,Male,5
98609,2017,USA,62,Female,2
98610,2017,USA,77,Male,1
98611,2017,USA,59,Female,2
98612,2017,USA,3,Male,3
98613,2017,USA,10,Male,4
98614,2017,USA,59,Female,5
98615,2017,USA,60,Male,1
98616,2017,USA,44,Female,2
98617,2017,USA,55,Female,1
98618,2017,USA,18,Male,4
98619,2017,USA,1,Male,7
98620,2017,USA,8,Male,3
98621,2017,USA,1,Male,4
98622,2017,USA,59,Female,3
98623,2017,USA,15,Female,2
98624,2017,USA,53,Male,3
98625,2017,USA,5.40E-79,Male,5
98626,2017,USA,60,Female,1
98627,2017,USA,53,Male,3
98628,2017,USA,48,Male,6
98629,2017,USA,45,Male,3
98630,2017,USA,64,Male,6
98631,2017,USA,43,Female,4
98632,2017,USA,4,Male,4
98633,2017,USA,14,Male,7
98634,2017,USA,75,Female,5
98635,2017,USA,13,Male,3
98636,2017,USA,2,Female,6
98637,2017,USA,22,Female,2
98638,2017,USA,65,Male,3
98639,2017,USA,6,Male,4
98640,2017,USA,12,Male,5
98641,2017,USA,67,Male,2
98642,2017,USA,12,Male,5
98643,2017,USA,9,Male,5
98644,2017,USA,10,Female,7
98645,2017,USA,75,Female,1
98646,2017,USA,43,Female,4
98647,2017,USA,8,Male,5
98648,2017,USA,80,Female,1
98649,2017,USA,75,Male,2
98650,2017,USA,72,Male,1
98651,2017,USA,73,Female,4
98652,2017,USA,2,Male,6
98653,2017,USA,57,Male,5
98654,2017,USA,17,Male,2
98655,2017,USA,7,Female,5
98656,2017,USA,54,Male,2
98657,2017,USA,55,Male,2
98658,2017,USA,5.40E-79,Male,4
98659,2017,USA,7,Female,5
98660,2017,USA,2,Male,5
98661,2017,USA,31,Female,5
98662,2017,USA,66,Female,2
98663,2017,USA,4,Female,6
98664,2017,USA,7,Male,7
98665,2017,USA,66,Female,2
98666,2017,USA,53,Male,2
98667,2017,USA,80,Female,1
98668,2017,USA,5.40E-79,Female,4
98669,2017,USA,63,Male,2
98670,2017,USA,66,Female,5
98671,2017,USA,11,Female,2
98672,2017,USA,1,Female,3
98673,2017,USA,55,Female,3
98674,2017,USA,8,Male,7
98675,2017,USA,61,Male,2
98676,2017,USA,13,Male,3
98677,2017,USA,23,Male,2
98678,2017,USA,10,Male,5
98679,2017,USA,65,Male,4
98680,2017,USA,37,Female,4
98681,2017,USA,80,Female,2
98682,2017,USA,64,Male,5
98683,2017,USA,52,Male,3
98684,2017,USA,71,Male,4
98685,2017,USA,64,Female,1
98686,2017,USA,2,Male,6
98687,2017,USA,30,Female,4
98688,2017,USA,17,Female,6
98689,2017,USA,35,Male,3
98690,2017,USA,80,Male,2
98691,2017,USA,56,Male,2
98692,2017,USA,25,Male,6
98693,2017,USA,56,Female,4
98694,2017,USA,54,Female,3
98695,2017,USA,18,Male,4
98696,2017,USA,9,Female,5
98697,2017,USA,18,Male,5
98698,2017,USA,27,Female,2
98699,2017,USA,68,Female,2
98700,2017,USA,8,Female,3
98701,2017,USA,74,Female,1
98702,2017,USA,17,Female,4
98703,2017,USA,69,Female,1
98704,2017,USA,9,Male,3
98705,2017,USA,61,Male,3
98706,2017,USA,2,Female,4
98707,2017,USA,63,Female,5
98708,2017,USA,43,Male,1
98709,2017,USA,10,Female,5
98710,2017,USA,24,Male,3
98711,2017,USA,53,Male,2
98712,2017,USA,6,Female,3
98713,2017,USA,59,Female,1
98714,2017,USA,40,Female,4
98715,2017,USA,11,Female,5
98716,2017,USA,41,Female,3
98717,2017,USA,64,Male,3
98718,2017,USA,35,Female,2
98719,2017,USA,44,Female,5
98720,2017,USA,15,Male,5
98721,2017,USA,55,Female,5
98722,2017,USA,57,Female,4
98723,2017,USA,3,Male,4
98724,2017,USA,22,Male,4
98725,2017,USA,68,Male,3
98726,2017,USA,38,Male,4
98727,2017,USA,4,Female,4
98728,2017,USA,41,Male,3
98729,2017,USA,30,Female,2
98730,2017,USA,8,Male,7
98731,2017,USA,4,Male,6
98732,2017,USA,66,Male,5
98733,2017,USA,36,Female,5
98734,2017,USA,32,Male,2
98735,2017,USA,2,Male,3
98736,2017,USA,4,Male,6
98737,2017,USA,4,Female,5
98738,2017,USA,8,Female,5
98739,2017,USA,10,Male,5
98740,2017,USA,31,Male,7
98741,2017,USA,64,Female,4
98742,2017,USA,80,Female,5
98743,2017,USA,61,Male,4
98744,2017,USA,64,Female,3
98745,2017,USA,60,Female,1
98746,2017,USA,60,Female,2
98747,2017,USA,21,Male,5
98748,2017,USA,50,Male,3
98749,2017,USA,37,Male,1
98750,2017,USA,1,Female,4
98751,2017,USA,42,Male,4
98752,2017,USA,68,Male,2
98753,2017,USA,15,Male,4
98754,2017,USA,5.40E-79,Male,5
98755,2017,USA,68,Female,1
98756,2017,USA,80,Male,1
98757,2017,USA,41,Male,5
98758,2017,USA,5,Female,4
98759,2017,USA,80,Male,4
98760,2017,USA,5.40E-79,Female,5
98761,2017,USA,4,Female,6
98762,2017,USA,28,Male,2
98763,2017,USA,51,Female,5
98764,2017,USA,6,Female,6
98765,2017,USA,4,Male,6
98766,2017,USA,4,Female,7
98767,2017,USA,63,Female,3
98768,2017,USA,76,Female,1
98769,2017,USA,41,Male,5
98770,2017,USA,46,Female,4
98771,2017,USA,5.40E-79,Male,3
98772,2017,USA,59,Male,1
98773,2017,USA,14,Male,6
98774,2017,USA,6,Female,7
98775,2017,USA,26,Male,1
98776,2017,USA,45,Female,5
98777,2017,USA,7,Male,6
98778,2017,USA,42,Male,4
98779,2017,USA,5.40E-79,Female,5
98780,2017,USA,45,Male,5
98781,2017,USA,55,Female,2
98782,2017,USA,43,Female,2
98783,2017,USA,40,Female,4
98784,2017,USA,25,Female,3
98785,2017,USA,5.40E-79,Male,3
98786,2017,USA,17,Male,4
98787,2017,USA,9,Female,7
98788,2017,USA,20,Female,5
98789,2017,USA,53,Female,6
98790,2017,USA,44,Male,4
98791,2017,USA,54,Male,1
98792,2017,USA,9,Male,4
98793,2017,USA,46,Female,4
98794,2017,USA,14,Male,4
98795,2017,USA,16,Female,5
98796,2017,USA,21,Female,3
98797,2017,USA,55,Female,3
98798,2017,USA,10,Female,5
98799,2017,USA,32,Female,1
98800,2017,USA,7,Female,5
98801,2017,USA,14,Male,2
98802,2017,USA,15,Male,6
98803,2017,USA,45,Male,5
98804,2017,USA,39,Female,5
98805,2017,USA,2,Male,7
98806,2017,USA,72,Female,2
98807,2017,USA,29,Female,5
98808,2017,USA,4,Male,7
98809,2017,USA,1,Female,6
98810,2017,USA,55,Female,2
98811,2017,USA,1,Male,3
98812,2017,USA,31,Female,7
98813,2017,USA,67,Male,6
98814,2017,USA,69,Male,4
98815,2017,USA,75,Female,2
98816,2017,USA,12,Female,7
98817,2017,USA,21,Female,3
98818,2017,USA,2,Female,4
98819,2017,USA,58,Female,1
98820,2017,USA,63,Male,2
98821,2017,USA,35,Female,4
98822,2017,USA,39,Male,6
98823,2017,USA,51,Female,7
98824,2017,USA,24,Male,7
98825,2017,USA,7,Female,5
98826,2017,USA,3,Female,5
98827,2017,USA,80,Female,1
98828,2017,USA,29,Female,5
98829,2017,USA,18,Male,6
98830,2017,USA,66,Male,3
98831,2017,USA,5.40E-79,Male,4
98832,2017,USA,48,Female,3
98833,2017,USA,75,Female,2
98834,2017,USA,55,Female,2
98835,2017,USA,14,Male,4
98836,2017,USA,2,Male,3
98837,2017,USA,80,Male,4
98838,2017,USA,70,Female,2
98839,2017,USA,32,Female,4
98840,2017,USA,50,Female,5
98841,2017,USA,5.40E-79,Female,6
98842,2017,USA,79,Male,2
98843,2017,USA,56,Male,5
98844,2017,USA,76,Male,3
98845,2017,USA,50,Female,6
98846,2017,USA,47,Female,3
98847,2017,USA,52,Male,1
98848,2017,USA,78,Female,1
98849,2017,USA,8,Male,3
98850,2017,USA,10,Male,5
98851,2017,USA,23,Female,2
98852,2017,USA,5,Male,3
98853,2017,USA,73,Male,1
98854,2017,USA,22,Male,6
98855,2017,USA,5,Female,4
98856,2017,USA,8,Female,5
98857,2017,USA,58,Male,3
98858,2017,USA,65,Female,2
98859,2017,USA,31,Male,3
98860,2017,USA,8,Male,7
98861,2017,USA,1,Female,4
98862,2017,USA,6,Female,5
98863,2017,USA,7,Male,4
98864,2017,USA,62,Male,6
98865,2017,USA,36,Male,3
98866,2017,USA,19,Male,1
98867,2017,USA,60,Male,1
98868,2017,USA,20,Male,2
98869,2017,USA,75,Male,2
98870,2017,USA,24,Female,3
98871,2017,USA,8,Male,7
98872,2017,USA,44,Female,5
98873,2017,USA,1,Female,4
98874,2017,USA,3,Female,5
98875,2017,USA,9,Female,7
98876,2017,USA,22,Male,2
98877,2017,USA,39,Male,5
98878,2017,USA,42,Female,6
98879,2017,USA,3,Female,4
98880,2017,USA,48,Male,7
98881,2017,USA,4,Male,7
98882,2017,USA,1,Male,4
98883,2017,USA,18,Female,6
98884,2017,USA,76,Male,1
98885,2017,USA,15,Male,2
98886,2017,USA,9,Male,7
98887,2017,USA,80,Female,2
98888,2017,USA,5.40E-79,Female,4
98889,2017,USA,7,Female,6
98890,2017,USA,16,Male,4
98891,2017,USA,53,Female,5
98892,2017,USA,55,Male,4
98893,2017,USA,69,Male,7
98894,2017,USA,35,Male,7
98895,2017,USA,38,Male,5
98896,2017,USA,16,Male,6
98897,2017,USA,5.40E-79,Male,4
98898,2017,USA,80,Male,2
98899,2017,USA,66,Female,1
98900,2017,USA,36,Male,2
98901,2017,USA,65,Male,2
98902,2017,USA,56,Female,3
98903,2017,USA,73,Female,3
98904,2017,USA,51,Female,3
98905,2017,USA,63,Male,1
98906,2017,USA,33,Male,5
98907,2017,USA,56,Male,2
98908,2017,USA,8,Male,5
98909,2017,USA,68,Male,2
98910,2017,USA,22,Male,3
98911,2017,USA,9,Female,7
98912,2017,USA,37,Male,3
98913,2017,USA,17,Female,4
98914,2017,USA,63,Female,1
98915,2017,USA,6,Female,5
98916,2017,USA,67,Male,2
98917,2017,USA,56,Female,2
98918,2017,USA,24,Male,7
98919,2017,USA,14,Female,5
98920,2017,USA,23,Male,5
98921,2017,USA,26,Female,2
98922,2017,USA,80,Male,1
98923,2017,USA,48,Female,4
98924,2017,USA,60,Male,3
98925,2017,USA,21,Female,6
98926,2017,USA,48,Female,6
98927,2017,USA,18,Female,4
98928,2017,USA,64,Male,2
98929,2017,USA,62,Male,2
98930,2017,USA,9,Female,4
98931,2017,USA,68,Female,1
98932,2017,USA,45,Male,6
98933,2017,USA,46,Female,4
98934,2017,USA,80,Female,2
98935,2017,USA,25,Male,4
98936,2017,USA,27,Male,4
98937,2017,USA,1,Female,7
98938,2017,USA,19,Female,4
98939,2017,USA,37,Male,2
98940,2017,USA,64,Female,4
98941,2017,USA,59,Female,2
98942,2017,USA,11,Male,6
98943,2017,USA,8,Male,5
98944,2017,USA,27,Male,4
98945,2017,USA,43,Male,4
98946,2017,USA,65,Female,3
98947,2017,USA,48,Male,4
98948,2017,USA,33,Male,5
98949,2017,USA,3,Male,3
98950,2017,USA,11,Female,4
98951,2017,USA,52,Female,1
98952,2017,USA,24,Male,4
98953,2017,USA,19,Female,4
98954,2017,USA,1,Female,4
98955,2017,USA,21,Male,4
98956,2017,USA,5.40E-79,Male,6
98957,2017,USA,74,Male,2
98958,2017,USA,23,Female,3
98959,2017,USA,75,Male,2
98960,2017,USA,35,Male,5
98961,2017,USA,77,Female,2
98962,2017,USA,17,Female,5
98963,2017,USA,11,Female,4
98964,2017,USA,80,Male,1
98965,2017,USA,67,Female,5
98966,2017,USA,68,Female,2
98967,2017,USA,13,Female,4
98968,2017,USA,33,Male,6
98969,2017,USA,1,Male,5
98970,2017,USA,15,Female,5
98971,2017,USA,28,Female,4
98972,2017,USA,67,Female,2
98973,2017,USA,1,Female,7
98974,2017,USA,9,Male,6
98975,2017,USA,16,Male,7
98976,2017,USA,57,Female,5
98977,2017,USA,67,Female,3
98978,2017,USA,12,Male,7
98979,2017,USA,9,Male,3
98980,2017,USA,54,Male,1
98981,2017,USA,31,Male,4
98982,2017,USA,25,Female,2
98983,2017,USA,57,Male,1
98984,2017,USA,8,Male,7
98985,2017,USA,31,Female,4
98986,2017,USA,14,Female,7
98987,2017,USA,80,Female,4
98988,2017,USA,59,Female,7
98989,2017,USA,76,Female,2
98990,2017,USA,64,Male,5
98991,2017,USA,55,Male,2
98992,2017,USA,56,Male,4
98993,2017,USA,1,Female,4
98994,2017,USA,30,Male,3
98995,2017,USA,55,Female,6
98996,2017,USA,69,Female,2
98997,2017,USA,73,Male,2
98998,2017,USA,51,Female,7
98999,2017,USA,1,Female,7
99000,2017,USA,5,Male,5
99001,2017,USA,37,Male,3
99002,2017,USA,73,Male,2
99003,2017,USA,17,Female,2
99004,2017,USA,15,Male,2
99005,2017,USA,26,Female,6
99006,2017,USA,13,Female,4
99007,2017,USA,26,Male,3
99008,2017,USA,9,Male,5
99009,2017,USA,38,Female,5
99010,2017,USA,5.40E-79,Male,4
99011,2017,USA,77,Male,2
99012,2017,USA,51,Female,2
99013,2017,USA,19,Female,4
99014,2017,USA,68,Male,4
99015,2017,USA,18,Male,2
99016,2017,USA,36,Male,6
99017,2017,USA,2,Female,4
99018,2017,USA,68,Female,2
99019,2017,USA,41,Female,2
99020,2017,USA,2,Male,3
99021,2017,USA,4,Male,3
99022,2017,USA,16,Male,4
99023,2017,USA,32,Male,2
99024,2017,USA,38,Female,2
99025,2017,USA,45,Female,6
99026,2017,USA,75,Female,2
99027,2017,USA,9,Female,6
99028,2017,USA,42,Female,2
99029,2017,USA,46,Male,4
99030,2017,USA,7,Female,4
99031,2017,USA,5.40E-79,Male,5
99032,2017,USA,11,Female,4
99033,2017,USA,56,Male,2
99034,2017,USA,15,Male,5
99035,2017,USA,6,Female,3
99036,2017,USA,44,Male,7
99037,2017,USA,14,Female,7
99038,2017,USA,27,Female,4
99039,2017,USA,17,Female,4
99040,2017,USA,6,Male,4
99041,2017,USA,19,Female,4
99042,2017,USA,63,Male,3
99043,2017,USA,18,Male,3
99044,2017,USA,71,Female,1
99045,2017,USA,1,Female,5
99046,2017,USA,16,Female,5
99047,2017,USA,80,Female,1
99048,2017,USA,14,Male,6
99049,2017,USA,6,Male,4
99050,2017,USA,34,Female,6
99051,2017,USA,17,Female,5
99052,2017,USA,24,Male,2
99053,2017,USA,9,Female,5
99054,2017,USA,5.40E-79,Female,5
99055,2017,USA,11,Female,5
99056,2017,USA,80,Female,1
99057,2017,USA,61,Male,5
99058,2017,USA,64,Female,5
99059,2017,USA,7,Female,4
99060,2017,USA,55,Male,2
99061,2017,USA,2,Male,7
99062,2017,USA,29,Female,6
99063,2017,USA,41,Male,2
99064,2017,USA,60,Female,2
99065,2017,USA,19,Male,7
99066,2017,USA,19,Male,5
99067,2017,USA,39,Male,6
99068,2017,USA,76,Male,1
99069,2017,USA,80,Female,1
99070,2017,USA,70,Male,1
99071,2017,USA,12,Female,7
99072,2017,USA,5,Male,6
99073,2017,USA,6,Female,4
99074,2017,USA,67,Male,2
99075,2017,USA,2,Male,7
99076,2017,USA,10,Male,4
99077,2017,USA,3,Male,7
99078,2017,USA,2,Female,4
99079,2017,USA,7,Female,6
99080,2017,USA,10,Male,4
99081,2017,USA,59,Male,5
99082,2017,USA,18,Female,7
99083,2017,USA,78,Male,2
99084,2017,USA,80,Female,3
99085,2017,USA,8,Male,6
99086,2017,USA,7,Male,5
99087,2017,USA,66,Male,2
99088,2017,USA,7,Female,5
99089,2017,USA,25,Female,1
99090,2017,USA,80,Female,2
99091,2017,USA,15,Male,4
99092,2017,USA,24,Female,3
99093,2017,USA,2,Female,3
99094,2017,USA,8,Male,4
99095,2017,USA,47,Female,3
99096,2017,USA,15,Female,5
99097,2017,USA,50,Male,1
99098,2017,USA,39,Female,4
99099,2017,USA,45,Female,3
99100,2017,USA,75,Male,1
99101,2017,USA,80,Female,6
99102,2017,USA,50,Male,6
99103,2017,USA,39,Male,6
99104,2017,USA,63,Female,2
99105,2017,USA,39,Female,5
99106,2017,USA,6,Male,7
99107,2017,USA,16,Female,5
99108,2017,USA,51,Male,3
99109,2017,USA,5,Female,5
99110,2017,USA,20,Female,1
99111,2017,USA,48,Female,4
99112,2017,USA,5,Female,5
99113,2017,USA,42,Male,4
99114,2017,USA,41,Male,6
99115,2017,USA,2,Female,4
99116,2017,USA,53,Female,4
99117,2017,USA,72,Female,5
99118,2017,USA,5.40E-79,Female,5
99119,2017,USA,4,Female,4
99120,2017,USA,17,Male,7
99121,2017,USA,20,Female,7
99122,2017,USA,4,Male,5
99123,2017,USA,29,Male,5
99124,2017,USA,12,Male,5
99125,2017,USA,20,Female,3
99126,2017,USA,12,Male,5
99127,2017,USA,67,Female,1
99128,2017,USA,36,Male,5
99129,2017,USA,51,Female,2
99130,2017,USA,59,Male,5
99131,2017,USA,56,Female,2
99132,2017,USA,5.40E-79,Female,4
99133,2017,USA,74,Male,1
99134,2017,USA,71,Male,1
99135,2017,USA,15,Female,2
99136,2017,USA,40,Male,4
99137,2017,USA,2,Male,6
99138,2017,USA,31,Male,1
99139,2017,USA,12,Female,6
99140,2017,USA,62,Female,3
99141,2017,USA,9,Female,5
99142,2017,USA,7,Female,6
99143,2017,USA,2,Female,3
99144,2017,USA,78,Female,3
99145,2017,USA,4,Male,6
99146,2017,USA,2,Male,4
99147,2017,USA,1,Male,6
99148,2017,USA,78,Female,2
99149,2017,USA,3,Female,7
99150,2017,USA,67,Male,3
99151,2017,USA,22,Female,2
99152,2017,USA,72,Female,1
99153,2017,USA,53,Female,2
99154,2017,USA,24,Male,5
99155,2017,USA,28,Male,4
99156,2017,USA,61,Male,3
99157,2017,USA,62,Female,3
99158,2017,USA,3,Female,5
99159,2017,USA,57,Female,2
99160,2017,USA,43,Female,2
99161,2017,USA,5.40E-79,Female,4
99162,2017,USA,5.40E-79,Male,6
99163,2017,USA,2,Female,4
99164,2017,USA,9,Female,5
99165,2017,USA,14,Female,4
99166,2017,USA,10,Female,4
99167,2017,USA,50,Female,3
99168,2017,USA,40,Female,6
99169,2017,USA,60,Male,2
99170,2017,USA,5,Female,3
99171,2017,USA,37,Male,5
99172,2017,USA,68,Male,2
99173,2017,USA,18,Male,4
99174,2017,USA,65,Female,6
99175,2017,USA,69,Male,2
99176,2017,USA,63,Female,2
99177,2017,USA,5.40E-79,Female,3
99178,2017,USA,68,Male,1
99179,2017,USA,80,Female,2
99180,2017,USA,3,Female,4
99181,2017,USA,29,Male,2
99182,2017,USA,34,Female,6
99183,2017,USA,68,Male,5
99184,2017,USA,17,Male,4
99185,2017,USA,5.40E-79,Male,7
99186,2017,USA,26,Male,3
99187,2017,USA,42,Male,2
99188,2017,USA,80,Male,2
99189,2017,USA,16,Male,4
99190,2017,USA,53,Female,2
99191,2017,USA,80,Female,2
99192,2017,USA,18,Female,1
99193,2017,USA,44,Female,4
99194,2017,USA,30,Female,1
99195,2017,USA,43,Male,6
99196,2017,USA,1,Female,3
99197,2017,USA,28,Female,5
99198,2017,USA,22,Female,4
99199,2017,USA,14,Male,7
99200,2017,USA,49,Female,2
99201,2017,USA,18,Female,3
99202,2017,USA,9,Female,6
99203,2017,USA,6,Female,4
99204,2017,USA,65,Female,4
99205,2017,USA,9,Female,3
99206,2017,USA,5.40E-79,Male,4
99207,2017,USA,24,Female,3
99208,2017,USA,41,Male,4
99209,2017,USA,80,Female,7
99210,2017,USA,71,Male,2
99211,2017,USA,17,Male,3
99212,2017,USA,33,Male,3
99213,2017,USA,8,Female,4
99214,2017,USA,5.40E-79,Male,4
99215,2017,USA,14,Male,5
99216,2017,USA,2,Female,4
99217,2017,USA,17,Male,5
99218,2017,USA,9,Male,7
99219,2017,USA,10,Male,6
99220,2017,USA,78,Female,1
99221,2017,USA,19,Male,1
99222,2017,USA,66,Female,6
99223,2017,USA,14,Female,6
99224,2017,USA,46,Female,4
99225,2017,USA,11,Female,5
99226,2017,USA,47,Female,3
99227,2017,USA,52,Male,1
99228,2017,USA,10,Female,3
99229,2017,USA,19,Female,6
99230,2017,USA,61,Female,5
99231,2017,USA,37,Female,5
99232,2017,USA,30,Male,3
99233,2017,USA,20,Female,3
99234,2017,USA,33,Male,4
99235,2017,USA,2,Female,4
99236,2017,USA,6,Male,7
99237,2017,USA,44,Female,5
99238,2017,USA,12,Female,4
99239,2017,USA,78,Female,2
99240,2017,USA,54,Female,2
99241,2017,USA,71,Male,2
99242,2017,USA,46,Female,4
99243,2017,USA,80,Male,7
99244,2017,USA,23,Female,4
99245,2017,USA,9,Male,4
99246,2017,USA,39,Female,4
99247,2017,USA,23,Male,4
99248,2017,USA,66,Male,2
99249,2017,USA,18,Female,5
99250,2017,USA,9,Female,5
99251,2017,USA,45,Male,4
99252,2017,USA,2,Male,5
99253,2017,USA,7,Female,4
99254,2017,USA,7,Male,7
99255,2017,USA,56,Female,3
99256,2017,USA,69,Male,2
99257,2017,USA,49,Female,7
99258,2017,USA,49,Male,4
99259,2017,USA,80,Female,3
99260,2017,USA,48,Female,2
99261,2017,USA,8,Male,3
99262,2017,USA,63,Male,1
99263,2017,USA,50,Female,3
99264,2017,USA,8,Male,5
99265,2017,USA,67,Female,2
99266,2017,USA,10,Male,6
99267,2017,USA,1,Male,5
99268,2017,USA,5.40E-79,Male,3
99269,2017,USA,79,Male,4
99270,2017,USA,62,Female,2
99271,2017,USA,56,Female,1
99272,2017,USA,4,Female,7
99273,2017,USA,5,Female,4
99274,2017,USA,53,Female,2
99275,2017,USA,18,Female,7
99276,2017,USA,6,Male,4
99277,2017,USA,58,Male,2
99278,2017,USA,35,Male,2
99279,2017,USA,34,Female,5
99280,2017,USA,31,Male,3
99281,2017,USA,2,Male,4
99282,2017,USA,42,Female,4
99283,2017,USA,68,Male,7
99284,2017,USA,37,Male,2
99285,2017,USA,61,Female,2
99286,2017,USA,14,Female,5
99287,2017,USA,57,Male,6
99288,2017,USA,5,Female,5
99289,2017,USA,64,Female,1
99290,2017,USA,61,Male,1
99291,2017,USA,42,Male,2
99292,2017,USA,29,Male,3
99293,2017,USA,75,Male,1
99294,2017,USA,9,Male,2
99295,2017,USA,12,Female,7
99296,2017,USA,77,Female,1
99297,2017,USA,32,Male,3
99298,2017,USA,59,Female,3
99299,2017,USA,62,Female,1
99300,2017,USA,44,Female,4
99301,2017,USA,1,Male,7
99302,2017,USA,14,Male,3
99303,2017,USA,68,Female,1
99304,2017,USA,29,Male,4
99305,2017,USA,50,Male,2
99306,2017,USA,17,Male,6
99307,2017,USA,3,Female,7
99308,2017,USA,26,Male,2
99309,2017,USA,80,Female,6
99310,2017,USA,74,Female,1
99311,2017,USA,80,Male,3
99312,2017,USA,70,Male,3
99313,2017,USA,64,Female,3
99314,2017,USA,2,Male,5
99315,2017,USA,22,Male,4
99316,2017,USA,47,Male,3
99317,2017,USA,20,Male,3
99318,2017,USA,28,Female,4
99319,2017,USA,10,Male,5
99320,2017,USA,30,Female,1
99321,2017,USA,45,Male,3
99322,2017,USA,35,Female,1
99323,2017,USA,10,Female,6
99324,2017,USA,5,Female,4
99325,2017,USA,16,Male,7
99326,2017,USA,5.40E-79,Male,4
99327,2017,USA,59,Male,1
99328,2017,USA,6,Male,5
99329,2017,USA,60,Male,2
99330,2017,USA,35,Male,4
99331,2017,USA,2,Female,4
99332,2017,USA,63,Female,6
99333,2017,USA,73,Female,2
99334,2017,USA,3,Male,4
99335,2017,USA,46,Male,5
99336,2017,USA,5.40E-79,Male,3
99337,2017,USA,6,Male,5
99338,2017,USA,37,Female,5
99339,2017,USA,21,Female,5
99340,2017,USA,52,Female,2
99341,2017,USA,63,Female,3
99342,2017,USA,6,Male,6
99343,2017,USA,80,Female,3
99344,2017,USA,45,Male,4
99345,2017,USA,52,Male,4
99346,2017,USA,26,Male,2
99347,2017,USA,14,Female,5
99348,2017,USA,80,Female,1
99349,2017,USA,37,Male,7
99350,2017,USA,33,Male,2
99351,2017,USA,80,Male,4
99352,2017,USA,7,Female,4
99353,2017,USA,30,Female,2
99354,2017,USA,19,Female,3
99355,2017,USA,10,Male,7
99356,2017,USA,3,Male,6
99357,2017,USA,5.40E-79,Male,4
99358,2017,USA,43,Male,6
99359,2017,USA,37,Female,4
99360,2017,USA,8,Male,7
99361,2017,USA,34,Male,4
99362,2017,USA,2,Female,3
99363,2017,USA,4,Male,3
99364,2017,USA,52,Male,5
99365,2017,USA,8,Female,5
99366,2017,USA,47,Female,3
99367,2017,USA,9,Male,3
99368,2017,USA,2,Male,3
99369,2017,USA,13,Male,4
99370,2017,USA,48,Female,3
99371,2017,USA,8,Male,2
99372,2017,USA,67,Female,1
99373,2017,USA,15,Male,6
99374,2017,USA,60,Female,1
99375,2017,USA,2,Male,3
99376,2017,USA,53,Male,2
99377,2017,USA,80,Female,4
99378,2017,USA,36,Female,1
99379,2017,USA,4,Female,4
99380,2017,USA,80,Female,2
99381,2017,USA,80,Female,2
99382,2017,USA,7,Male,6
99383,2017,USA,75,Female,1
99384,2017,USA,35,Male,5
99385,2017,USA,68,Female,2
99386,2017,USA,10,Male,7
99387,2017,USA,80,Female,2
99388,2017,USA,55,Female,3
99389,2017,USA,59,Female,2
99390,2017,USA,41,Female,3
99391,2017,USA,72,Male,5
99392,2017,USA,48,Female,4
99393,2017,USA,70,Male,2
99394,2017,USA,20,Male,5
99395,2017,USA,8,Female,5
99396,2017,USA,22,Female,2
99397,2017,USA,79,Male,2
99398,2017,USA,7,Male,4
99399,2017,USA,5,Female,3
99400,2017,USA,26,Female,5
99401,2017,USA,22,Female,5
99402,2017,USA,60,Male,1
99403,2017,USA,11,Female,4
99404,2017,USA,34,Female,6
99405,2017,USA,54,Male,4
99406,2017,USA,1,Female,3
99407,2017,USA,49,Female,4
