i,t,m,age,sex,HH_size
99408,2017,USA,2,Female,4
99409,2017,USA,11,Female,5
99410,2017,USA,52,Female,2
99411,2017,USA,80,Female,1
99412,2017,USA,70,Male,3
99413,2017,USA,15,Male,4
99414,2017,USA,4,Female,4
99415,2017,USA,73,Female,2
99416,2017,USA,45,Male,5
99417,2017,USA,18,Male,3
99418,2017,USA,61,Female,4
99419,2017,USA,46,Male,7
99420,2017,USA,51,Female,2
99421,2017,USA,61,Male,1
99422,2017,USA,57,Male,3
99423,2017,USA,1,Female,4
99424,2017,USA,54,Male,7
99425,2017,USA,57,Female,4
99426,2017,USA,24,Male,2
99427,2017,USA,45,Female,4
99428,2017,USA,19,Female,5
99429,2017,USA,62,Female,1
99430,2017,USA,36,Male,5
99431,2017,USA,48,Female,2
99432,2017,USA,9,Male,3
99433,2017,USA,2,Female,4
99434,2017,USA,34,Male,3
99435,2017,USA,20,Male,1
99436,2017,USA,22,Female,2
99437,2017,USA,80,Female,1
99438,2017,USA,41,Female,4
99439,2017,USA,34,Female,3
99440,2017,USA,55,Female,7
99441,2017,USA,65,Female,4
99442,2017,USA,35,Female,4
99443,2017,USA,57,Male,4
99444,2017,USA,52,Male,3
99445,2017,USA,15,Male,5
99446,2017,USA,29,Female,4
99447,2017,USA,12,Male,4
99448,2017,USA,49,Male,2
99449,2017,USA,41,Male,4
99450,2017,USA,17,Male,6
99451,2017,USA,17,Female,5
99452,2017,USA,63,Female,2
99453,2017,USA,29,Female,7
99454,2017,USA,57,Male,2
99455,2017,USA,14,Female,7
99456,2017,USA,26,Male,2
99457,2017,USA,40,Male,3
99458,2017,USA,5.40E-79,Female,6
99459,2017,USA,20,Female,4
99460,2017,USA,30,Male,5
99461,2017,USA,61,Male,2
99462,2017,USA,12,Male,4
99463,2017,USA,23,Female,2
99464,2017,USA,48,Male,3
99465,2017,USA,70,Female,5
99466,2017,USA,29,Female,6
99467,2017,USA,11,Male,6
99468,2017,USA,11,Female,6
99469,2017,USA,59,Male,2
99470,2017,USA,56,Female,2
99471,2017,USA,19,Male,3
99472,2017,USA,11,Male,6
99473,2017,USA,41,Male,5
99474,2017,USA,63,Female,1
99475,2017,USA,60,Male,1
99476,2017,USA,8,Female,3
99477,2017,USA,63,Male,3
99478,2017,USA,1,Female,3
99479,2017,USA,58,Female,6
99480,2017,USA,13,Female,5
99481,2017,USA,32,Female,5
99482,2017,USA,5.40E-79,Male,6
99483,2017,USA,74,Male,1
99484,2017,USA,51,Female,2
99485,2017,USA,4,Male,3
99486,2017,USA,62,Male,2
99487,2017,USA,10,Male,4
99488,2017,USA,57,Male,1
99489,2017,USA,51,Male,2
99490,2017,USA,80,Male,2
99491,2017,USA,18,Male,6
99492,2017,USA,80,Male,2
99493,2017,USA,9,Male,4
99494,2017,USA,46,Female,5
99495,2017,USA,43,Female,5
99496,2017,USA,43,Female,5
99497,2017,USA,56,Female,5
99498,2017,USA,32,Male,2
99499,2017,USA,70,Male,2
99500,2017,USA,61,Male,2
99501,2017,USA,78,Female,2
99502,2017,USA,18,Male,3
99503,2017,USA,61,Female,2
99504,2017,USA,10,Male,7
99505,2017,USA,45,Female,6
99506,2017,USA,69,Male,3
99507,2017,USA,78,Female,4
99508,2017,USA,5.40E-79,Male,5
99509,2017,USA,73,Female,2
99510,2017,USA,35,Female,5
99511,2017,USA,55,Female,3
99512,2017,USA,65,Female,2
99513,2017,USA,36,Female,3
99514,2017,USA,73,Male,3
99515,2017,USA,1,Male,5
99516,2017,USA,10,Male,6
99517,2017,USA,39,Female,4
99518,2017,USA,80,Male,2
99519,2017,USA,65,Female,1
99520,2017,USA,9,Female,6
99521,2017,USA,77,Female,2
99522,2017,USA,68,Male,3
99523,2017,USA,4,Female,5
99524,2017,USA,80,Male,2
99525,2017,USA,26,Female,5
99526,2017,USA,29,Female,4
99527,2017,USA,5,Male,4
99528,2017,USA,3,Female,6
99529,2017,USA,5.40E-79,Male,3
99530,2017,USA,3,Male,3
99531,2017,USA,55,Female,2
99532,2017,USA,63,Female,5
99533,2017,USA,73,Female,4
99534,2017,USA,67,Female,6
99535,2017,USA,72,Male,1
99536,2017,USA,36,Female,2
99537,2017,USA,71,Male,5
99538,2017,USA,66,Male,2
99539,2017,USA,22,Male,2
99540,2017,USA,57,Male,4
99541,2017,USA,43,Male,1
99542,2017,USA,12,Male,5
99543,2017,USA,69,Male,2
99544,2017,USA,12,Male,4
99545,2017,USA,29,Male,7
99546,2017,USA,2,Male,3
99547,2017,USA,19,Male,3
99548,2017,USA,66,Male,2
99549,2017,USA,14,Female,4
99550,2017,USA,5,Male,5
99551,2017,USA,9,Male,6
99552,2017,USA,18,Female,5
99553,2017,USA,10,Male,4
99554,2017,USA,72,Male,1
99555,2017,USA,10,Female,4
99556,2017,USA,62,Female,4
99557,2017,USA,7,Female,5
99558,2017,USA,5,Female,4
99559,2017,USA,14,Female,6
99560,2017,USA,7,Female,3
99561,2017,USA,9,Female,5
99562,2017,USA,6,Male,6
99563,2017,USA,52,Male,2
99564,2017,USA,76,Female,2
99565,2017,USA,80,Male,2
99566,2017,USA,5.40E-79,Female,4
99567,2017,USA,16,Male,4
99568,2017,USA,52,Female,2
99569,2017,USA,8,Female,4
99570,2017,USA,10,Male,5
99571,2017,USA,11,Female,5
99572,2017,USA,45,Female,4
99573,2017,USA,25,Male,1
99574,2017,USA,63,Male,3
99575,2017,USA,74,Female,4
99576,2017,USA,7,Male,7
99577,2017,USA,27,Female,2
99578,2017,USA,10,Male,2
99579,2017,USA,17,Male,5
99580,2017,USA,66,Male,4
99581,2017,USA,8,Female,2
99582,2017,USA,9,Male,3
99583,2017,USA,23,Female,4
99584,2017,USA,21,Male,4
99585,2017,USA,35,Male,5
99586,2017,USA,9,Female,3
99587,2017,USA,17,Male,2
99588,2017,USA,12,Female,5
99589,2017,USA,56,Male,5
99590,2017,USA,54,Female,2
99591,2017,USA,13,Female,7
99592,2017,USA,4,Female,5
99593,2017,USA,34,Male,3
99594,2017,USA,8,Female,5
99595,2017,USA,19,Male,2
99596,2017,USA,48,Male,4
99597,2017,USA,80,Male,2
99598,2017,USA,10,Male,5
99599,2017,USA,48,Female,2
99600,2017,USA,55,Female,3
99601,2017,USA,10,Female,3
99602,2017,USA,64,Female,2
99603,2017,USA,70,Male,2
99604,2017,USA,80,Male,2
99605,2017,USA,46,Male,3
99606,2017,USA,70,Female,2
99607,2017,USA,8,Female,6
99608,2017,USA,10,Female,5
99609,2017,USA,46,Male,4
99610,2017,USA,65,Male,6
99611,2017,USA,13,Female,4
99612,2017,USA,3,Male,4
99613,2017,USA,38,Male,5
99614,2017,USA,17,Male,5
99615,2017,USA,63,Female,1
99616,2017,USA,39,Female,7
99617,2017,USA,15,Male,7
99618,2017,USA,46,Male,2
99619,2017,USA,50,Male,1
99620,2017,USA,1,Male,4
99621,2017,USA,63,Male,4
99622,2017,USA,61,Female,2
99623,2017,USA,1,Male,2
99624,2017,USA,45,Male,5
99625,2017,USA,68,Male,2
99626,2017,USA,2,Female,5
99627,2017,USA,5,Male,5
99628,2017,USA,52,Female,4
99629,2017,USA,14,Female,2
99630,2017,USA,73,Male,1
99631,2017,USA,40,Male,3
99632,2017,USA,18,Male,3
99633,2017,USA,60,Male,2
99634,2017,USA,1,Female,6
99635,2017,USA,65,Female,4
99636,2017,USA,53,Female,4
99637,2017,USA,30,Male,4
99638,2017,USA,1,Male,7
99639,2017,USA,16,Female,5
99640,2017,USA,6,Male,4
99641,2017,USA,23,Male,7
99642,2017,USA,42,Female,4
99643,2017,USA,80,Female,1
99644,2017,USA,6,Male,4
99645,2017,USA,80,Female,2
99646,2017,USA,77,Female,2
99647,2017,USA,76,Male,1
99648,2017,USA,6,Female,3
99649,2017,USA,7,Female,6
99650,2017,USA,4,Female,6
99651,2017,USA,8,Male,5
99652,2017,USA,1,Male,4
99653,2017,USA,53,Male,2
99654,2017,USA,5,Male,3
99655,2017,USA,38,Male,1
99656,2017,USA,5,Female,3
99657,2017,USA,5,Female,4
99658,2017,USA,66,Female,2
99659,2017,USA,41,Female,3
99660,2017,USA,75,Male,4
99661,2017,USA,48,Female,2
99662,2017,USA,65,Female,2
99663,2017,USA,15,Male,4
99664,2017,USA,4,Female,5
99665,2017,USA,46,Female,3
99666,2017,USA,4,Male,4
99667,2017,USA,3,Male,2
99668,2017,USA,63,Male,2
99669,2017,USA,11,Female,5
99670,2017,USA,66,Male,3
99671,2017,USA,8,Female,5
99672,2017,USA,32,Female,4
99673,2017,USA,2,Female,6
99674,2017,USA,71,Male,2
99675,2017,USA,53,Female,3
99676,2017,USA,51,Female,3
99677,2017,USA,14,Male,5
99678,2017,USA,38,Female,3
99679,2017,USA,61,Male,2
99680,2017,USA,62,Male,3
99681,2017,USA,13,Female,6
99682,2017,USA,80,Male,2
99683,2017,USA,80,Female,2
99684,2017,USA,64,Female,5
99685,2017,USA,38,Male,2
99686,2017,USA,40,Male,3
99687,2017,USA,8,Male,5
99688,2017,USA,7,Male,5
99689,2017,USA,28,Male,2
99690,2017,USA,10,Female,5
99691,2017,USA,44,Female,4
99692,2017,USA,3,Male,5
99693,2017,USA,5.40E-79,Female,4
99694,2017,USA,48,Male,4
99695,2017,USA,37,Female,4
99696,2017,USA,14,Female,4
99697,2017,USA,18,Female,5
99698,2017,USA,74,Female,2
99699,2017,USA,15,Male,3
99700,2017,USA,70,Male,2
99701,2017,USA,1,Male,3
99702,2017,USA,65,Male,1
99703,2017,USA,80,Female,1
99704,2017,USA,3,Male,5
99705,2017,USA,40,Female,5
99706,2017,USA,12,Female,5
99707,2017,USA,51,Male,5
99708,2017,USA,63,Female,2
99709,2017,USA,26,Male,2
99710,2017,USA,30,Female,5
99711,2017,USA,58,Female,2
99712,2017,USA,9,Male,7
99713,2017,USA,14,Male,4
99714,2017,USA,35,Female,6
99715,2017,USA,24,Female,4
99716,2017,USA,35,Male,4
99717,2017,USA,60,Female,1
99718,2017,USA,10,Female,6
99719,2017,USA,60,Female,3
99720,2017,USA,53,Male,4
99721,2017,USA,20,Female,2
99722,2017,USA,2,Female,6
99723,2017,USA,10,Male,2
99724,2017,USA,56,Male,1
99725,2017,USA,1,Male,4
99726,2017,USA,77,Female,5
99727,2017,USA,78,Female,3
99728,2017,USA,15,Female,5
99729,2017,USA,10,Male,3
99730,2017,USA,9,Male,5
99731,2017,USA,4,Male,5
99732,2017,USA,13,Female,4
99733,2017,USA,3,Female,7
99734,2017,USA,8,Male,4
99735,2017,USA,15,Male,6
99736,2017,USA,62,Male,1
99737,2017,USA,14,Female,6
99738,2017,USA,7,Male,7
99739,2017,USA,17,Male,6
99740,2017,USA,64,Male,2
99741,2017,USA,80,Male,2
99742,2017,USA,79,Male,1
99743,2017,USA,80,Female,1
99744,2017,USA,51,Female,3
99745,2017,USA,33,Male,2
99746,2017,USA,2,Female,5
99747,2017,USA,80,Female,1
99748,2017,USA,5.40E-79,Female,4
99749,2017,USA,33,Female,4
99750,2017,USA,5.40E-79,Female,3
99751,2017,USA,27,Female,2
99752,2017,USA,1,Male,4
99753,2017,USA,9,Female,7
99754,2017,USA,36,Male,4
99755,2017,USA,5.40E-79,Male,7
99756,2017,USA,5,Female,5
99757,2017,USA,18,Female,7
99758,2017,USA,80,Female,2
99759,2017,USA,50,Male,4
99760,2017,USA,67,Male,2
99761,2017,USA,20,Female,7
99762,2017,USA,55,Female,2
99763,2017,USA,54,Female,5
99764,2017,USA,14,Female,5
99765,2017,USA,46,Female,7
99766,2017,USA,49,Male,3
99767,2017,USA,2,Female,5
99768,2017,USA,28,Female,3
99769,2017,USA,15,Female,4
99770,2017,USA,16,Male,4
99771,2017,USA,19,Female,3
99772,2017,USA,43,Female,2
99773,2017,USA,16,Male,4
99774,2017,USA,80,Female,4
99775,2017,USA,24,Male,2
99776,2017,USA,71,Male,7
99777,2017,USA,21,Male,3
99778,2017,USA,46,Male,4
99779,2017,USA,41,Female,4
99780,2017,USA,47,Female,3
99781,2017,USA,4,Male,6
99782,2017,USA,53,Female,2
99783,2017,USA,35,Male,4
99784,2017,USA,3,Male,7
99785,2017,USA,80,Female,2
99786,2017,USA,44,Male,1
99787,2017,USA,5.40E-79,Female,3
99788,2017,USA,17,Male,4
99789,2017,USA,5.40E-79,Male,4
99790,2017,USA,24,Male,6
99791,2017,USA,8,Male,6
99792,2017,USA,69,Male,2
99793,2017,USA,26,Female,2
99794,2017,USA,55,Male,2
99795,2017,USA,21,Female,2
99796,2017,USA,58,Female,2
99797,2017,USA,65,Male,1
99798,2017,USA,29,Male,6
99799,2017,USA,16,Female,5
99800,2017,USA,18,Male,5
99801,2017,USA,32,Male,3
99802,2017,USA,12,Female,3
99803,2017,USA,13,Female,4
99804,2017,USA,61,Male,2
99805,2017,USA,5.40E-79,Male,4
99806,2017,USA,70,Female,2
99807,2017,USA,27,Male,4
99808,2017,USA,39,Female,4
99809,2017,USA,2,Female,7
99810,2017,USA,13,Male,4
99811,2017,USA,48,Female,7
99812,2017,USA,9,Male,3
99813,2017,USA,48,Male,3
99814,2017,USA,10,Female,5
99815,2017,USA,71,Female,1
99816,2017,USA,55,Female,5
99817,2017,USA,57,Female,3
99818,2017,USA,11,Male,5
99819,2017,USA,50,Male,1
99820,2017,USA,80,Male,5
99821,2017,USA,46,Male,3
99822,2017,USA,28,Female,1
99823,2017,USA,4,Male,4
99824,2017,USA,33,Female,2
99825,2017,USA,67,Male,1
99826,2017,USA,16,Male,5
99827,2017,USA,3,Female,5
99828,2017,USA,16,Female,3
99829,2017,USA,13,Male,4
99830,2017,USA,18,Male,5
99831,2017,USA,58,Male,5
99832,2017,USA,1,Male,4
99833,2017,USA,70,Male,1
99834,2017,USA,44,Male,5
99835,2017,USA,3,Female,6
99836,2017,USA,13,Male,4
99837,2017,USA,5,Male,6
99838,2017,USA,48,Female,4
99839,2017,USA,42,Male,1
99840,2017,USA,74,Female,2
99841,2017,USA,21,Male,6
99842,2017,USA,47,Male,3
99843,2017,USA,1,Female,5
99844,2017,USA,45,Male,3
99845,2017,USA,6,Male,5
99846,2017,USA,2,Male,2
99847,2017,USA,18,Female,5
99848,2017,USA,39,Female,6
99849,2017,USA,3,Male,6
99850,2017,USA,4,Male,4
99851,2017,USA,71,Female,3
99852,2017,USA,21,Female,6
99853,2017,USA,14,Male,4
99854,2017,USA,69,Female,2
99855,2017,USA,34,Male,5
99856,2017,USA,54,Male,3
99857,2017,USA,36,Female,6
99858,2017,USA,58,Male,2
99859,2017,USA,4,Male,4
99860,2017,USA,43,Female,7
99861,2017,USA,30,Female,3
99862,2017,USA,1,Male,4
99863,2017,USA,57,Male,1
99864,2017,USA,36,Female,4
99865,2017,USA,9,Male,4
99866,2017,USA,61,Male,2
99867,2017,USA,29,Male,2
99868,2017,USA,70,Female,1
99869,2017,USA,24,Male,3
99870,2017,USA,80,Male,2
99871,2017,USA,25,Female,6
99872,2017,USA,31,Female,3
99873,2017,USA,49,Male,4
99874,2017,USA,60,Male,4
99875,2017,USA,15,Female,5
99876,2017,USA,25,Male,2
99877,2017,USA,7,Male,7
99878,2017,USA,8,Male,4
99879,2017,USA,27,Female,1
99880,2017,USA,9,Male,6
99881,2017,USA,55,Female,2
99882,2017,USA,13,Female,4
99883,2017,USA,51,Male,4
99884,2017,USA,64,Male,2
99885,2017,USA,30,Female,2
99886,2017,USA,63,Female,1
99887,2017,USA,27,Female,4
99888,2017,USA,6,Male,2
99889,2017,USA,8,Female,3
99890,2017,USA,68,Female,2
99891,2017,USA,36,Female,2
99892,2017,USA,19,Female,2
99893,2017,USA,41,Female,3
99894,2017,USA,32,Male,4
99895,2017,USA,73,Male,2
99896,2017,USA,47,Male,4
99897,2017,USA,6,Female,6
99898,2017,USA,33,Male,2
99899,2017,USA,59,Male,2
99900,2017,USA,50,Male,3
99901,2017,USA,36,Female,2
99902,2017,USA,12,Male,5
99903,2017,USA,5,Male,3
99904,2017,USA,12,Female,5
99905,2017,USA,45,Male,3
99906,2017,USA,80,Male,2
99907,2017,USA,66,Female,1
99908,2017,USA,63,Female,2
99909,2017,USA,42,Male,5
99910,2017,USA,30,Female,7
99911,2017,USA,14,Female,3
99912,2017,USA,12,Male,4
99913,2017,USA,74,Male,2
99914,2017,USA,70,Female,1
99915,2017,USA,16,Male,5
99916,2017,USA,5,Male,6
99917,2017,USA,10,Female,5
99918,2017,USA,33,Female,5
99919,2017,USA,80,Male,1
99920,2017,USA,36,Female,2
99921,2017,USA,14,Female,5
99922,2017,USA,63,Male,2
99923,2017,USA,6,Male,6
99924,2017,USA,21,Female,4
99925,2017,USA,38,Male,4
99926,2017,USA,54,Female,2
99927,2017,USA,25,Male,7
99928,2017,USA,29,Male,4
99929,2017,USA,39,Male,6
99930,2017,USA,63,Female,2
99931,2017,USA,20,Female,5
99932,2017,USA,31,Male,4
99933,2017,USA,17,Male,5
99934,2017,USA,26,Female,2
99935,2017,USA,42,Female,4
99936,2017,USA,5.40E-79,Male,4
99937,2017,USA,54,Female,4
99938,2017,USA,37,Female,4
99939,2017,USA,39,Female,3
99940,2017,USA,8,Male,4
99941,2017,USA,56,Female,6
99942,2017,USA,35,Female,5
99943,2017,USA,11,Male,5
99944,2017,USA,9,Male,3
99945,2017,USA,74,Female,3
99946,2017,USA,5.40E-79,Male,4
99947,2017,USA,56,Female,7
99948,2017,USA,80,Female,2
99949,2017,USA,21,Female,4
99950,2017,USA,80,Male,1
99951,2017,USA,38,Female,4
99952,2017,USA,61,Male,3
99953,2017,USA,73,Male,3
99954,2017,USA,71,Male,2
99955,2017,USA,11,Female,3
99956,2017,USA,4,Female,6
99957,2017,USA,80,Female,4
99958,2017,USA,3,Male,6
99959,2017,USA,48,Male,2
99960,2017,USA,11,Female,7
99961,2017,USA,39,Female,1
99962,2017,USA,26,Female,3
99963,2017,USA,5.40E-79,Male,5
99964,2017,USA,21,Female,2
99965,2017,USA,5,Male,6
99966,2017,USA,46,Female,2
99967,2017,USA,14,Female,3
99968,2017,USA,19,Female,3
99969,2017,USA,69,Male,1
99970,2017,USA,16,Male,7
99971,2017,USA,17,Male,4
99972,2017,USA,13,Female,2
99973,2017,USA,14,Male,6
99974,2017,USA,26,Female,3
99975,2017,USA,11,Male,6
99976,2017,USA,11,Female,4
99977,2017,USA,77,Female,1
99978,2017,USA,3,Male,7
99979,2017,USA,80,Female,2
99980,2017,USA,8,Female,4
99981,2017,USA,4,Female,4
99982,2017,USA,17,Male,5
99983,2017,USA,33,Female,1
99984,2017,USA,54,Female,2
99985,2017,USA,37,Female,4
99986,2017,USA,31,Female,7
99987,2017,USA,58,Male,1
99988,2017,USA,18,Male,4
99989,2017,USA,21,Female,4
99990,2017,USA,80,Male,2
99991,2017,USA,64,Male,3
99992,2017,USA,61,Female,1
99993,2017,USA,30,Female,3
99994,2017,USA,48,Female,7
99995,2017,USA,14,Female,3
99996,2017,USA,51,Female,5
99997,2017,USA,64,Female,6
99998,2017,USA,10,Female,4
99999,2017,USA,25,Male,3
100000,2017,USA,21,Female,3
100001,2017,USA,39,Male,4
100002,2017,USA,9,Female,4
100003,2017,USA,19,Female,1
100004,2017,USA,65,Female,7
100005,2017,USA,5.40E-79,Male,4
100006,2017,USA,9,Female,4
100007,2017,USA,63,Female,1
100008,2017,USA,56,Female,2
100009,2017,USA,19,Female,4
100010,2017,USA,80,Male,1
100011,2017,USA,6,Female,7
100012,2017,USA,51,Male,2
100013,2017,USA,43,Female,6
100014,2017,USA,19,Female,3
100015,2017,USA,27,Male,1
100016,2017,USA,36,Male,3
100017,2017,USA,14,Male,5
100018,2017,USA,22,Male,1
100019,2017,USA,22,Male,4
100020,2017,USA,65,Male,2
100021,2017,USA,11,Female,3
100022,2017,USA,13,Male,5
100023,2017,USA,40,Female,4
100024,2017,USA,39,Female,6
100025,2017,USA,35,Female,6
100026,2017,USA,22,Female,3
100027,2017,USA,5.40E-79,Female,4
100028,2017,USA,2,Female,3
100029,2017,USA,20,Female,5
100030,2017,USA,64,Male,4
100031,2017,USA,8,Male,4
100032,2017,USA,27,Female,4
100033,2017,USA,62,Female,2
100034,2017,USA,5.40E-79,Female,5
100035,2017,USA,18,Female,5
100036,2017,USA,4,Male,4
100037,2017,USA,54,Male,2
100038,2017,USA,11,Male,4
100039,2017,USA,28,Male,3
100040,2017,USA,24,Male,2
100041,2017,USA,47,Male,4
100042,2017,USA,16,Female,3
100043,2017,USA,67,Female,1
100044,2017,USA,27,Male,4
100045,2017,USA,2,Female,5
100046,2017,USA,51,Male,2
100047,2017,USA,42,Male,7
100048,2017,USA,12,Male,6
100049,2017,USA,13,Female,3
100050,2017,USA,15,Male,5
100051,2017,USA,66,Male,3
100052,2017,USA,8,Female,2
100053,2017,USA,77,Female,2
100054,2017,USA,10,Female,3
100055,2017,USA,47,Female,3
100056,2017,USA,57,Male,4
100057,2017,USA,9,Female,3
100058,2017,USA,8,Male,6
100059,2017,USA,25,Male,2
100060,2017,USA,2,Male,2
100061,2017,USA,55,Female,2
100062,2017,USA,48,Female,4
100063,2017,USA,6,Female,5
100064,2017,USA,71,Female,2
100065,2017,USA,14,Male,5
100066,2017,USA,9,Male,5
100067,2017,USA,69,Male,2
100068,2017,USA,22,Female,6
100069,2017,USA,20,Female,4
100070,2017,USA,28,Female,2
100071,2017,USA,71,Male,2
100072,2017,USA,33,Female,4
100073,2017,USA,18,Male,1
100074,2017,USA,65,Male,1
100075,2017,USA,7,Male,3
100076,2017,USA,54,Male,2
100077,2017,USA,32,Female,6
100078,2017,USA,75,Male,2
100079,2017,USA,80,Female,2
100080,2017,USA,5,Male,3
100081,2017,USA,7,Male,5
100082,2017,USA,18,Female,4
100083,2017,USA,80,Female,4
100084,2017,USA,5.40E-79,Female,6
100085,2017,USA,64,Male,2
100086,2017,USA,1,Male,7
100087,2017,USA,30,Female,6
100088,2017,USA,75,Male,2
100089,2017,USA,24,Female,2
100090,2017,USA,24,Female,7
100091,2017,USA,1,Male,4
100092,2017,USA,22,Male,2
100093,2017,USA,7,Male,3
100094,2017,USA,66,Female,4
100095,2017,USA,27,Female,4
100096,2017,USA,15,Female,5
100097,2017,USA,11,Male,7
100098,2017,USA,61,Male,1
100099,2017,USA,45,Male,2
100100,2017,USA,32,Male,2
100101,2017,USA,14,Female,4
100102,2017,USA,41,Male,4
100103,2017,USA,61,Male,4
100104,2017,USA,1,Male,4
100105,2017,USA,50,Female,2
100106,2017,USA,10,Male,7
100107,2017,USA,23,Male,1
100108,2017,USA,27,Female,2
100109,2017,USA,1,Male,7
100110,2017,USA,26,Male,1
100111,2017,USA,26,Male,5
100112,2017,USA,57,Female,2
100113,2017,USA,79,Male,2
100114,2017,USA,79,Male,1
100115,2017,USA,47,Female,2
100116,2017,USA,63,Female,2
100117,2017,USA,29,Female,3
100118,2017,USA,78,Male,2
100119,2017,USA,47,Female,6
100120,2017,USA,1,Male,5
100121,2017,USA,2,Female,2
100122,2017,USA,65,Male,4
100123,2017,USA,57,Male,5
100124,2017,USA,5,Female,4
100125,2017,USA,6,Female,4
100126,2017,USA,4,Male,7
100127,2017,USA,55,Male,4
100128,2017,USA,47,Male,4
100129,2017,USA,72,Male,2
100130,2017,USA,10,Male,6
100131,2017,USA,11,Female,4
100132,2017,USA,17,Female,4
100133,2017,USA,20,Male,3
100134,2017,USA,14,Female,3
100135,2017,USA,10,Male,7
100136,2017,USA,67,Male,2
100137,2017,USA,43,Female,4
100138,2017,USA,1,Female,5
100139,2017,USA,14,Male,4
100140,2017,USA,10,Female,3
100141,2017,USA,17,Male,4
100142,2017,USA,72,Male,3
100143,2017,USA,80,Female,2
100144,2017,USA,33,Female,4
100145,2017,USA,45,Female,4
100146,2017,USA,6,Male,6
100147,2017,USA,6,Female,3
100148,2017,USA,22,Female,5
100149,2017,USA,80,Female,2
100150,2017,USA,51,Female,3
100151,2017,USA,60,Male,6
100152,2017,USA,34,Female,5
100153,2017,USA,17,Male,4
100154,2017,USA,66,Male,1
100155,2017,USA,4,Male,4
100156,2017,USA,10,Female,7
100157,2017,USA,5,Female,4
100158,2017,USA,61,Male,2
100159,2017,USA,6,Male,4
100160,2017,USA,26,Female,7
100161,2017,USA,7,Female,2
100162,2017,USA,64,Female,4
100163,2017,USA,69,Female,1
100164,2017,USA,1,Male,6
100165,2017,USA,56,Male,3
100166,2017,USA,1,Female,2
100167,2017,USA,75,Male,2
100168,2017,USA,51,Male,2
100169,2017,USA,2,Female,5
100170,2017,USA,14,Female,5
100171,2017,USA,28,Female,5
100172,2017,USA,42,Female,3
100173,2017,USA,47,Male,6
100174,2017,USA,17,Female,3
100175,2017,USA,33,Male,2
100176,2017,USA,18,Male,2
100177,2017,USA,10,Female,7
100178,2017,USA,40,Female,5
100179,2017,USA,5,Male,7
100180,2017,USA,45,Male,1
100181,2017,USA,37,Female,5
100182,2017,USA,5,Male,3
100183,2017,USA,6,Female,4
100184,2017,USA,7,Male,7
100185,2017,USA,63,Male,2
100186,2017,USA,32,Male,4
100187,2017,USA,8,Male,6
100188,2017,USA,80,Female,2
100189,2017,USA,44,Male,2
100190,2017,USA,32,Female,6
100191,2017,USA,42,Female,4
100192,2017,USA,56,Male,3
100193,2017,USA,5,Male,7
100194,2017,USA,60,Male,2
100195,2017,USA,32,Female,4
100196,2017,USA,32,Female,2
100197,2017,USA,2,Male,3
100198,2017,USA,5.40E-79,Male,5
100199,2017,USA,4,Female,5
100200,2017,USA,43,Female,5
100201,2017,USA,43,Male,5
100202,2017,USA,22,Female,4
100203,2017,USA,39,Male,3
